"Compound"	"CAS"	"HMDB"	"KEGG"	"PubChem"
CPD-17800				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820203'>91820203</a>"
CPD-17141				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91666371'>91666371</a>"
2-DEHYDROPANTOYL-LACTONE			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01125'>C01125</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=39'>39</a>"
CPD-17799				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820336'>91820336</a>"
CPD-10834				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44123457'>44123457</a>"
CPD-611	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=15666-52-1'>15666-52-1</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB01512'>HMDB01512</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03028'>C03028</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=15938964'>15938964</a>"
CPD-17793			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18838'>C18838</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3082005'>3082005</a>"
CPD-10651				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244681'>25244681</a>"
CDP-N-METHYLETHANOLAMIN			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03486'>C03486</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46878396'>46878396</a>"
CPD-17792				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820110'>91820110</a>"
CPD-17791				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819838'>91819838</a>"
D-GALACTONO-1-4-LACTONE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=2782-07-2'>2782-07-2</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB02541'>HMDB02541</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03383'>C03383</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=97165'>97165</a>"
CPD-9233		"<a href='http://www.hmdb.ca/metabolites/HMDB15426'>HMDB15426</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06887'>C06887</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=475319'>475319</a>"
CPD-10901				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=37888687'>37888687</a>"
CPD-15570			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20673'>C20673</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71627311'>71627311</a>"
CPD-12482		"<a href='http://www.hmdb.ca/metabolites/HMDB01982'>HMDB01982</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16360'>C16360</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=83126'>83126</a>"
CPD-17790			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10087'>C10087</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5281657'>5281657</a>"
CPD-8120		"<a href='http://www.hmdb.ca/metabolites/HMDB02925'>HMDB02925</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03242'>C03242</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=21158448'>21158448</a>"
CPD-330	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=1668-08-2'>1668-08-2</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01115'>C01115</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6857365'>6857365</a>"
CPD0-1811				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=20201'>20201</a>"
CPD-17789			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18837'>C18837</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23872096'>23872096</a>"
CPD-10633				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244863'>25244863</a>"
CPD-15586				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71728451'>71728451</a>"
CPD-17788				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820467'>91820467</a>"
XYLITOL	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=87-99-0'>87-99-0</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB02917'>HMDB02917</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00379'>C00379</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6912'>6912</a>"
CPD-20977				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=14502655'>14502655</a>"
DL-5-METHYLHYDANTOIN				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=69216'>69216</a>"
CPD-17787			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18836'>C18836</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23757122'>23757122</a>"
4-CARBOXYMETHYLENEBUT-2-EN-4-OLIDE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=3374-46-7'>3374-46-7</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04431'>C04431</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9543216'>9543216</a>"
CPD-19008				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706137'>122706137</a>"
CPD-17786				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=441140'>441140</a>"
CPD-17525			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15711'>C15711</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16134543'>16134543</a>"
CPD-19934				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=129320380'>129320380</a>"
S-METHYL-1-THIO-D-GLYCERATE			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03804'>C03804</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3303505'>3303505</a>"
INS356P3				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25200738'>25200738</a>"
CPD-17154				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819774'>91819774</a>"
CPD-21548				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135397928'>135397928</a>"
CPD-17500				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820210'>91820210</a>"
CPD-11938				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45479488'>45479488</a>"
CPD-10652				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515284'>102515284</a>"
2-ARYL-2-METHYLMALONATE			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06388'>C06388</a>"	
CPD-17499				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820202'>91820202</a>"
D-XYLONO-14-LACTONE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=15384-37-9'>15384-37-9</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02753'>C02753</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=439799'>439799</a>"
CPD-586	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=626-97-1'>626-97-1</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01842'>C01842</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=12298'>12298</a>"
CPD-17498				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819811'>91819811</a>"
CPD-15572			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20677'>C20677</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71311837'>71311837</a>"
C-3-NONENAL				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5283336'>5283336</a>"
CPD-17174			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01567'>C01567</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819989'>91819989</a>"
CPD-10644				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25201474'>25201474</a>"
CPD-9148				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706153'>122706153</a>"
CPD-17170				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819860'>91819860</a>"
CPD-355	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=488-82-4'>488-82-4</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00568'>HMDB00568</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01904'>C01904</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=94154'>94154</a>"
CPD-356			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00652'>C00652</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=17723'>17723</a>"
CPD-12335			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07838'>C07838</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=40473185'>40473185</a>"
CPD-17169				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819871'>91819871</a>"
CPD-13413	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=5336-08-3'>5336-08-3</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB01900'>HMDB01900</a>"		"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=111064'>111064</a>"
CPD0-1711				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=15573107'>15573107</a>"
CPD-17168				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820271'>91820271</a>"
CPD-10636			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12834'>C12834</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244341'>25244341</a>"
CPD-15424				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71464515'>71464515</a>"
CPD-17167				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820505'>91820505</a>"
CPD-21383				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=126843502'>126843502</a>"
DIMETHYL-CITRACONATE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=617-54-9'>617-54-9</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05126'>C05126</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5280755'>5280755</a>"
CPD-17166				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820120'>91820120</a>"
CPD-17165				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820411'>91820411</a>"
CPD-10883				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44123326'>44123326</a>"
CPD-18931				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10909860'>10909860</a>"
L-THREO-3-METHYL-ASPARTATE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=31571-69-4'>31571-69-4</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03618'>C03618</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=28125547'>28125547</a>"
CIS-2-CHLORO-4-CARBOXYMETHYLENEBUT-2-EN-			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04706'>C04706</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9543229'>9543229</a>"
RIBOSE-15-BISPHOSPHATE		"<a href='http://www.hmdb.ca/metabolites/HMDB11688'>HMDB11688</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01151'>C01151</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=70678980'>70678980</a>"
CPD-17164				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819985'>91819985</a>"
CPD-17322				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=40488826'>40488826</a>"
CPD-19935				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=129320477'>129320477</a>"
CPD-21508				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820356'>134820356</a>"
CPD-17025				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135515151'>135515151</a>"
CPD-16993				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90659031'>90659031</a>"
L-XYLONO-14-LACTONE			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02994'>C02994</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=439873'>439873</a>"
17-DIAMINOHEPTANE				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6994016'>6994016</a>"
L-ARABITOL	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=7643-75-6'>7643-75-6</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB01851'>HMDB01851</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00532'>C00532</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=439255'>439255</a>"
CPD-1863	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=4356-52-9'>4356-52-9</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05837'>C05837</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6325229'>6325229</a>"
CPD-16522				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658314'>90658314</a>"
CPD-57	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=638-26-6'>638-26-6</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03195'>C03195</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5459807'>5459807</a>"
CPD-16992				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135455579'>135455579</a>"
CPD-10653				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25246089'>25246089</a>"
BESTATIN				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245056'>25245056</a>"
CPD-16932			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15717'>C15717</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658124'>90658124</a>"
CPD-16912			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12049'>C12049</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=447545'>447545</a>"
CPD-10645				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25201980'>25201980</a>"
CPD-9029				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3462373'>3462373</a>"
CPD-6782				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244128'>25244128</a>"
CPD-368			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01114'>C01114</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=191190'>191190</a>"
CPD-12208				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46173354'>46173354</a>"
CPD-16889				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658360'>90658360</a>"
CPD-11939				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45479423'>45479423</a>"
CPD-13414	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=21461-84-7'>21461-84-7</a>"			"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7157124'>7157124</a>"
CPD0-1675		"<a href='http://www.hmdb.ca/metabolites/HMDB13223'>HMDB13223</a>"		"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=17233'>17233</a>"
CPD-16853				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=14136397'>14136397</a>"
CPD-15263			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20512'>C20512</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9863281'>9863281</a>"
CPD-16726		"<a href='http://www.hmdb.ca/metabolites/HMDB34299'>HMDB34299</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16748'>C16748</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4696'>4696</a>"
DIHYDROBIOCHANIN-A	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=66152-07-6'>66152-07-6</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02675'>C02675</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4635871'>4635871</a>"
CPD-16724				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=168678'>168678</a>"
CPD-18781			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12113'>C12113</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=443630'>443630</a>"
CPD-16723				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=73055'>73055</a>"
RIBITOL	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=488-81-3'>488-81-3</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00508'>HMDB00508</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00474'>C00474</a>"	
1-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE		"<a href='http://www.hmdb.ca/metabolites/HMDB38384'>HMDB38384</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08424'>C08424</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9548575'>9548575</a>"
QUINOLIN-28-DIOL			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06342'>C06342</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=97250'>97250</a>"
CPD-16694				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657990'>90657990</a>"
CPD-21394				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5353800'>5353800</a>"
CPD-16647				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90659064'>90659064</a>"
13-DIHYDROXY-N-METHYLACRIDONE			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12093'>C12093</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5282066'>5282066</a>"
CPD-16644				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657458'>90657458</a>"
CPD-5541			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06747'>C06747</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4784'>4784</a>"
CPD-16643			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12378'>C12378</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=443790'>443790</a>"
CPD-16642			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12379'>C12379</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49787019'>49787019</a>"
ATPGAMMAS	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=93839-89-5'>93839-89-5</a>"			"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44123300'>44123300</a>"
CPD0-1544				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=41097905'>41097905</a>"
CPD-3711	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=84-52-6'>84-52-6</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05822'>C05822</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7098661'>7098661</a>"
CPD-8985		"<a href='http://www.hmdb.ca/metabolites/HMDB12111'>HMDB12111</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16015'>C16015</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=853019'>853019</a>"
CPD-16641			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20974'>C20974</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289504'>86289504</a>"
CPD-15704				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25323131'>25323131</a>"
CPD-3724	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=35170-03-7'>35170-03-7</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB60282'>HMDB60282</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01368'>C01368</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23421206'>23421206</a>"
CPD-12135				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657491'>90657491</a>"
CPD-16640			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20975'>C20975</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289506'>86289506</a>"
CPD-16639			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20976'>C20976</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289507'>86289507</a>"
CPD-9007				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25245989'>25245989</a>"
CPD0-1646				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135398031'>135398031</a>"
CPD-19828				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25032396'>25032396</a>"
CPD-19470				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=123131529'>123131529</a>"
CPD-14880			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13050'>C13050</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25147432'>25147432</a>"
CPD-15136				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=69088'>69088</a>"
CPD-16638			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20977'>C20977</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289508'>86289508</a>"
CPD-15624				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=444314'>444314</a>"
ADENOSINE_DIPHOSPHATE_RIBOSE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=20762-30-5'>20762-30-5</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB01178'>HMDB01178</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00301'>C00301</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49791958'>49791958</a>"
DI-H-OROTATE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=5988-19-2'>5988-19-2</a>" // "<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=155-54-4'>155-54-4</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00528'>HMDB00528</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00337'>C00337</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5460289'>5460289</a>"
CPD-16520				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11813074'>11813074</a>"
CPD-16517				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=14476972'>14476972</a>"
CPD-15008				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71768121'>71768121</a>"
